id,user_name,tweet,created_at,retweet_count
1098322331922034688,Bandwagon Leafs Fan,Inna lillahi wa inna ilaihi rajeeoon ,Wed Feb 20 20:43:44 +0000 2019,0
1098322337710116874,Dalhousie DPMG,Check out these delicious goodies that DPMG members on the Saint John campus enjoyed this morning The ,Wed Feb 20 20:43:45 +0000 2019,0
1098322391615311873,Bandwagon Leafs Fan,RT boonaamohammed Syrian refugee family in Halifax Canada all died in a house fire except the mom Please pray for them and support the ,Wed Feb 20 20:43:58 +0000 2019,0
1098322393632833536,GeorgeMonsterClough, LuddendenVWines HuddersLive Well i know MrNickKnowles likes Small businesses like Holmfirthwines so im sure he ,Wed Feb 20 20:43:59 +0000 2019,0
1098322453917511686,rdm,RT schpierre Mentionner l appartenance religieuse des victimes de l incendie d Halifax est discriminatoire de la part de Radio Canada S ,Wed Feb 20 20:44:13 +0000 2019,0
1098322454374567936,Sara Rubenfeld,Good job DrWillShead and DrDerekFisher for making psychological concepts accessible to a broad audience with Psy ,Wed Feb 20 20:44:13 +0000 2019,0
1098322507155812352,Chuck Bennett,RT AndyFillmoreHFX Halifax is hurting from an immeasurable loss of life today following a house fire in Spryfield They arrived as refu ,Wed Feb 20 20:44:26 +0000 2019,0
1098322586327572481,Craig Chew Moulding,RT Calderdale Budget Council takes place at 6pm on Monday 25 Feb in Halifax Town Hall If you are interested in finding out how the Counc ,Wed Feb 20 20:44:45 +0000 2019,0
1098322650768773128,Canadian Press Video,Dozens of people gathered outside the charred remnants of a suburban Halifax home Tuesday night to mourn the loss o ,Wed Feb 20 20:45:00 +0000 2019,0
1098322664593260544,Cole Hbr Wx EW3446,Wnd SSW 26 km h Max 59 2 km h at 06 18 Dry T 7 4C Chill 13C H 7 4C L 13 9C Rn24h 0 0 mm DP 17 3C Hum ,Wed Feb 20 20:45:03 +0000 2019,0
1098322666602352641,Carlo De Muro,Halifax,Wed Feb 20 20:45:04 +0000 2019,0
1098322681609490443,Azuka Omonuwe,Police confirm seven children dead in a house fire in Halifax ,Wed Feb 20 20:45:07 +0000 2019,0
1098322727876857862, Khawla ,RT boonaamohammed Syrian refugee family in Halifax Canada all died in a house fire except the mom Please pray for them and support the ,Wed Feb 20 20:45:18 +0000 2019,0
1098322750031216640,Contrast Insurance,RT anitakirkbride How does a Toronto based sales and marketing leader end up owning a personal fitness studio in Halifax Join me for Hal ,Wed Feb 20 20:45:24 +0000 2019,0
1098322757216022529,Jannah,RT boonaamohammed Syrian refugee family in Halifax Canada all died in a house fire except the mom Please pray for them and support the ,Wed Feb 20 20:45:25 +0000 2019,0
1098322872425201664,7assan,RT JustinTrudeau Words fail when children are taken from us too soon especially in circumstances like this My heart goes out to the sur ,Wed Feb 20 20:45:53 +0000 2019,0
